,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,geometry,OBJECTID,COUNTY_NAME,COUNTY_ABBREV,COUNTY_NUM,COUNTY_CODE,COUNTY_FIPS,ISLAND,GlobalID,SHAPE_Length,SHAPE_Area
56701,37.9095,-119.6905,306.1,1.8,1.3,2010-08-04,536,Terra,MODIS,26,6.03,287.1,19.4,N,0,2010,POINT (-119.6905 37.9095),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56702,37.908,-119.6772,302.2,1.8,1.3,2010-08-04,536,Terra,MODIS,32,6.03,288.5,14.4,N,0,2010,POINT (-119.6772 37.908),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56703,37.9046,-119.694,301.7,1.8,1.3,2010-08-04,536,Terra,MODIS,28,6.03,285.2,14.4,N,0,2010,POINT (-119.694 37.9046),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56704,37.9187,-119.6848,311.7,1.8,1.3,2010-08-04,536,Terra,MODIS,74,6.03,291.4,28.1,N,0,2010,POINT (-119.6848 37.9187),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56808,37.9121,-119.6886,311.7,1.1,1.0,2010-08-04,951,Aqua,MODIS,67,6.03,285.8,14.4,N,0,2010,POINT (-119.6886 37.9121),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56809,37.9202,-119.6771,304.3,1.1,1.0,2010-08-04,951,Aqua,MODIS,27,6.03,290.5,8.2,N,0,2010,POINT (-119.6771 37.9202),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56934,37.9136,-119.6812,326.0,1.5,1.2,2010-08-04,1915,Terra,MODIS,65,6.03,299.1,32.8,D,0,2010,POINT (-119.6812 37.9136),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56991,37.9002,-119.6873,325.9,1.2,1.1,2010-08-04,2055,Aqua,MODIS,53,6.03,301.3,21.8,D,0,2010,POINT (-119.6873 37.9002),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
56993,37.9097,-119.6906,333.9,1.2,1.1,2010-08-04,2055,Aqua,MODIS,77,6.03,301.6,34.7,D,0,2010,POINT (-119.6906 37.9097),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57110,37.9089,-119.6913,309.1,1.3,1.1,2010-08-05,619,Terra,MODIS,60,6.03,286.8,14.7,N,0,2010,POINT (-119.6913 37.9089),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57464,37.9084,-119.6805,301.1,1.5,1.2,2010-08-06,939,Aqua,MODIS,24,6.03,284.8,12.3,N,0,2010,POINT (-119.6805 37.9084),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57552,37.9083,-119.6848,323.8,1.1,1.0,2010-08-06,1903,Terra,MODIS,56,6.03,298.6,15.9,D,0,2010,POINT (-119.6848 37.9083),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57553,37.9007,-119.6803,317.5,1.1,1.0,2010-08-06,1903,Terra,MODIS,18,6.03,299.3,9.5,D,0,2010,POINT (-119.6803 37.9007),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57625,37.9041,-119.6751,306.5,1.0,1.0,2010-08-07,606,Terra,MODIS,42,6.03,286.0,9.0,N,0,2010,POINT (-119.6751 37.9041),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57626,37.9025,-119.6868,307.6,1.0,1.0,2010-08-07,606,Terra,MODIS,52,6.03,284.2,10.1,N,0,2010,POINT (-119.6868 37.9025),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
57931,37.9009,-119.6824,317.5,1.0,1.0,2010-08-08,1850,Terra,MODIS,40,6.03,299.7,9.0,D,0,2010,POINT (-119.6824 37.9009),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
60354,37.7505,-120.4618,334.8,1.7,1.3,2010-08-19,1832,Terra,MODIS,84,6.03,314.9,42.2,D,0,2010,POINT (-120.4618 37.7505),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
60355,37.7487,-120.4424,325.4,1.7,1.3,2010-08-19,1832,Terra,MODIS,60,6.03,312.7,16.4,D,0,2010,POINT (-120.4424 37.7487),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61091,38.2242,-119.9119,328.8,1.1,1.0,2010-08-22,1902,Terra,MODIS,79,6.03,298.7,24.9,D,0,2010,POINT (-119.9119 38.2242),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61211,37.994,-119.7208,328.0,1.0,1.0,2010-08-23,606,Terra,MODIS,100,6.03,286.1,29.5,N,0,2010,POINT (-119.7208 37.994),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61213,37.9925,-119.7319,312.1,1.0,1.0,2010-08-23,606,Terra,MODIS,84,6.03,286.4,13.8,N,0,2010,POINT (-119.7319 37.9925),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61252,37.9925,-119.718,316.0,1.5,1.2,2010-08-23,1021,Aqua,MODIS,92,6.03,284.0,30.3,N,0,2010,POINT (-119.718 37.9925),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61412,37.9901,-119.732,332.4,1.3,1.1,2010-08-23,2125,Aqua,MODIS,74,6.03,304.8,33.6,D,0,2010,POINT (-119.732 37.9901),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61639,37.9973,-119.7245,347.4,1.0,1.0,2010-08-24,1850,Terra,MODIS,92,6.03,305.3,48.3,D,0,2010,POINT (-119.7245 37.9973),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61799,37.9007,-119.6576,304.9,1.1,1.0,2010-08-25,554,Terra,MODIS,35,6.03,289.4,7.7,N,0,2010,POINT (-119.6576 37.9007),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61801,38.2296,-119.9182,306.1,1.1,1.0,2010-08-25,554,Terra,MODIS,67,6.03,286.2,9.6,N,0,2010,POINT (-119.9182 38.2296),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61802,38.0,-119.7203,327.9,1.1,1.0,2010-08-25,554,Terra,MODIS,100,6.03,291.2,30.3,N,0,2010,POINT (-119.7203 38),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61803,37.9921,-119.725,334.3,1.1,1.0,2010-08-25,554,Terra,MODIS,100,6.03,292.7,39.1,N,0,2010,POINT (-119.725 37.9921),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61804,37.9941,-119.7124,334.1,1.1,1.0,2010-08-25,554,Terra,MODIS,100,6.03,290.9,38.8,N,0,2010,POINT (-119.7124 37.9941),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61805,37.8988,-119.6694,308.1,1.1,1.0,2010-08-25,554,Terra,MODIS,63,6.03,288.6,10.3,N,0,2010,POINT (-119.6694 37.8988),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61854,37.9048,-119.6634,303.4,1.1,1.0,2010-08-25,1009,Aqua,MODIS,37,6.03,289.1,7.6,N,0,2010,POINT (-119.6634 37.9048),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61855,38.0044,-119.7077,301.1,1.1,1.0,2010-08-25,1009,Aqua,MODIS,38,6.03,287.2,6.0,N,0,2010,POINT (-119.7077 38.0044),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61856,37.9972,-119.7219,324.8,1.1,1.0,2010-08-25,1009,Aqua,MODIS,100,6.03,291.2,26.6,N,0,2010,POINT (-119.7219 37.9972),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61857,37.9953,-119.7103,326.3,1.1,1.0,2010-08-25,1009,Aqua,MODIS,100,6.03,290.3,28.5,N,0,2010,POINT (-119.7103 37.9953),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
61859,38.0064,-119.7192,300.4,1.1,1.0,2010-08-25,1009,Aqua,MODIS,26,6.03,288.3,5.8,N,0,2010,POINT (-119.7192 38.0064),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62071,37.9956,-119.7254,339.7,1.0,1.0,2010-08-25,2113,Aqua,MODIS,74,6.03,307.2,33.2,D,0,2010,POINT (-119.7254 37.9956),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62072,37.9971,-119.7142,332.3,1.0,1.0,2010-08-25,2113,Aqua,MODIS,62,6.03,301.0,21.4,D,0,2010,POINT (-119.7142 37.9971),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62073,37.9866,-119.7235,337.1,1.0,1.0,2010-08-25,2113,Aqua,MODIS,78,6.03,303.7,28.7,D,0,2010,POINT (-119.7235 37.9866),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62167,37.997,-119.7189,300.8,2.4,1.5,2010-08-26,637,Terra,MODIS,29,6.03,285.6,17.4,N,0,2010,POINT (-119.7189 37.997),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62703,37.9071,-119.66,309.0,1.5,1.2,2010-08-27,542,Terra,MODIS,71,6.03,291.5,16.3,N,0,2010,POINT (-119.66 37.9071),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62832,37.9019,-119.6604,308.0,1.0,1.0,2010-08-27,957,Aqua,MODIS,63,6.03,287.2,9.6,N,0,2010,POINT (-119.6604 37.9019),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
62835,38.0021,-119.714,306.4,1.0,1.0,2010-08-27,957,Aqua,MODIS,68,6.03,286.9,8.8,N,0,2010,POINT (-119.714 38.0021),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
63146,37.8952,-119.6592,330.9,1.1,1.0,2010-08-27,2101,Aqua,MODIS,76,6.03,300.3,26.0,D,0,2010,POINT (-119.6592 37.8952),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
63147,37.9008,-119.6667,331.3,1.1,1.0,2010-08-27,2101,Aqua,MODIS,77,6.03,301.3,24.9,D,0,2010,POINT (-119.6667 37.9008),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
63148,38.2242,-119.9198,327.1,1.1,1.0,2010-08-27,2101,Aqua,MODIS,72,6.03,304.2,19.1,D,0,2010,POINT (-119.9198 38.2242),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
63733,38.2261,-119.9154,321.6,1.0,1.0,2010-08-31,1856,Terra,MODIS,70,6.03,298.6,14.6,D,0,2010,POINT (-119.9154 38.2261),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
64130,38.2218,-119.9124,327.4,1.1,1.0,2010-09-01,2119,Aqua,MODIS,70,6.03,303.7,19.8,D,0,2010,POINT (-119.9124 38.2218),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
64132,38.2234,-119.8999,322.4,1.1,1.0,2010-09-01,2119,Aqua,MODIS,47,6.03,303.5,13.7,D,0,2010,POINT (-119.8999 38.2234),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
64655,38.2194,-119.916,343.7,1.0,1.0,2010-09-03,2107,Aqua,MODIS,89,6.03,309.1,39.8,D,0,2010,POINT (-119.916 38.2194),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
64658,38.2299,-119.9067,329.7,1.0,1.0,2010-09-03,2107,Aqua,MODIS,67,6.03,304.9,18.4,D,0,2010,POINT (-119.9067 38.2299),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65161,38.2289,-119.8984,317.1,1.4,1.2,2010-09-05,1915,Terra,MODIS,43,6.03,297.7,19.2,D,0,2010,POINT (-119.8984 38.2289),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65272,38.2142,-119.9101,321.2,1.2,1.1,2010-09-05,2055,Aqua,MODIS,43,6.03,304.8,16.7,D,0,2010,POINT (-119.9101 38.2142),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65273,38.2265,-119.898,319.0,1.2,1.1,2010-09-05,2055,Aqua,MODIS,19,6.03,300.6,13.6,D,0,2010,POINT (-119.898 38.2265),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65274,38.224,-119.9118,325.1,1.2,1.1,2010-09-05,2055,Aqua,MODIS,63,6.03,301.3,21.8,D,0,2010,POINT (-119.9118 38.224),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65822,38.0053,-119.7118,301.2,1.0,1.0,2010-09-08,606,Terra,MODIS,19,6.03,280.7,6.5,N,0,2010,POINT (-119.7118 38.0053),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
65828,37.911,-119.6601,304.5,1.0,1.0,2010-09-08,606,Terra,MODIS,27,6.03,286.9,7.9,N,0,2010,POINT (-119.6601 37.911),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
66274,38.228,-119.9121,320.7,1.0,1.0,2010-09-10,2113,Aqua,MODIS,62,6.03,299.8,12.3,D,0,2010,POINT (-119.9121 38.228),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
66541,37.901,-119.6564,301.9,1.0,1.0,2010-09-12,957,Aqua,MODIS,32,6.03,282.0,7.5,N,0,2010,POINT (-119.6564 37.901),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
66700,38.2252,-119.9054,318.6,1.1,1.0,2010-09-12,2101,Aqua,MODIS,44,6.03,300.1,11.7,D,0,2010,POINT (-119.9054 38.2252),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
66701,37.8946,-119.6567,327.3,1.1,1.0,2010-09-12,2101,Aqua,MODIS,73,6.03,295.1,23.6,D,0,2010,POINT (-119.6567 37.8946),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
66702,37.8927,-119.6687,323.0,1.1,1.0,2010-09-12,2101,Aqua,MODIS,64,6.03,296.4,18.2,D,0,2010,POINT (-119.6687 37.8927),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
67034,38.2328,-119.8916,316.3,2.0,1.4,2010-09-13,1826,Terra,MODIS,59,6.03,290.0,32.7,D,0,2010,POINT (-119.8916 38.2328),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
67787,37.8923,-119.6683,307.9,1.1,1.1,2010-09-15,613,Terra,MODIS,73,6.03,282.0,13.4,N,0,2010,POINT (-119.6683 37.8923),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68230,37.8881,-119.6741,321.1,1.6,1.2,2010-09-15,2131,Aqua,MODIS,59,6.03,295.2,29.9,D,0,2010,POINT (-119.6741 37.8881),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68231,37.8908,-119.6639,325.2,1.6,1.2,2010-09-15,2131,Aqua,MODIS,63,6.03,294.3,35.7,D,0,2010,POINT (-119.6639 37.8908),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68667,37.8973,-119.6659,308.9,1.0,1.0,2010-09-17,600,Terra,MODIS,69,6.03,283.3,10.9,N,0,2010,POINT (-119.6659 37.8973),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68680,37.8885,-119.6637,306.7,1.0,1.0,2010-09-17,600,Terra,MODIS,53,6.03,280.9,9.8,N,0,2010,POINT (-119.6637 37.8885),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68681,37.9929,-119.706,312.1,1.0,1.0,2010-09-17,600,Terra,MODIS,84,6.03,283.4,13.4,N,0,2010,POINT (-119.706 37.9929),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68693,37.9973,-119.6971,300.1,1.3,1.1,2010-09-17,1015,Aqua,MODIS,16,6.03,282.4,9.2,N,0,2010,POINT (-119.6971 37.9973),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
68694,37.9998,-119.7114,301.7,1.3,1.1,2010-09-17,1015,Aqua,MODIS,43,6.03,281.5,10.3,N,0,2010,POINT (-119.7114 37.9998),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
69310,37.8897,-119.6696,301.0,1.2,1.1,2010-09-19,548,Terra,MODIS,37,6.03,281.3,9.9,N,0,2010,POINT (-119.6696 37.8897),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
69559,37.8915,-119.6689,325.5,1.0,1.0,2010-09-19,2107,Aqua,MODIS,41,6.03,293.1,20.8,D,0,2010,POINT (-119.6689 37.8915),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
70697,38.235,-119.8969,314.2,1.2,1.1,2010-09-21,2054,Aqua,MODIS,47,6.03,293.6,12.9,D,0,2010,POINT (-119.8969 38.235),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
71618,37.8904,-119.6719,303.4,1.0,1.0,2010-09-24,606,Terra,MODIS,55,6.03,280.1,9.3,N,0,2010,POINT (-119.6719 37.8904),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72124,37.8916,-119.6671,301.1,1.1,1.0,2010-09-26,554,Terra,MODIS,35,6.03,283.1,7.6,N,0,2010,POINT (-119.6671 37.8916),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72198,37.8864,-119.6547,353.9,1.0,1.0,2010-09-26,2113,Aqua,MODIS,96,6.03,301.6,66.8,D,0,2010,POINT (-119.6547 37.8864),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72199,37.8849,-119.666,328.6,1.0,1.0,2010-09-26,2113,Aqua,MODIS,73,6.03,301.8,21.2,D,0,2010,POINT (-119.666 37.8849),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72438,38.2302,-119.8864,317.8,1.3,1.1,2010-09-27,1838,Terra,MODIS,32,6.03,301.8,13.0,D,0,2010,POINT (-119.8864 38.2302),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72439,38.2285,-119.8715,322.7,1.3,1.1,2010-09-27,1838,Terra,MODIS,66,6.03,301.8,20.0,D,0,2010,POINT (-119.8715 38.2285),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
72689,37.8954,-119.647,303.4,1.0,1.0,2010-09-28,956,Aqua,MODIS,55,6.03,285.0,8.1,N,0,2010,POINT (-119.647 37.8954),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
73234,37.8873,-119.6748,330.3,1.1,1.0,2010-09-28,2100,Aqua,MODIS,75,6.03,301.4,24.5,D,0,2010,POINT (-119.6748 37.8873),55,Tuolumne,TUO,55,55,109,,{459450DA-AFC0-4845-9007-2216BD515717},5.18807618118547,0.6053069046751758
